Board_Action_Indicator,Business_Name,County,County_Description,Email,Expire_Date,License_Active_Status_Description,License_Number,License_Status_Description,Mailing_Address_Area_Code,Mailing_Address_City,Mailing_Address_Line1,Mailing_Address_Phone_Extension,Mailing_Address_Phone_Number,Mailing_Address_State,Mailing_Address_ZIPcode,Mailing_Address_line2,Original_Date,Practice_Location_Address_City,Practice_Location_Address_Line1,Practice_Location_Address_State,Practice_Location_Address_ZIPcode,Practice_Location_Address_line2,Prescribe_Ind,Profession_Name,Rank_Code,Status_Effective_Date,address,address_administrative_area_level_1,address_administrative_area_level_2,address_country,address_formatted_address,address_lat,address_locality,address_lon,address_msg,address_neighborhood,address_postal_code,address_postal_code_suffix,address_route,address_street_number,address_subpremise,id,norm_id,index,lic_id,labels,correct_labels
N,"NEUROLOGY ASSOCIATES GROUP, INC",23,MIAMI-DADE,,8/31/13,,15138,Null & Void,305,NORTH MIAMI BEACH,152 NE 167 STREET,,944-9886,FL,33162,SUITE 200,5/7/04,PLANTATION,320 SOUTH STATE ROAD 7,FL,33317,SUITE 100,N,Massage Establishment,MM,3/17/14,"320 SOUTH STATE ROAD 7, PLANTATION, FL 33317",Florida,Broward County,United States,"320 S State Rd 7, Plantation, FL 33317, USA",26.1172075,Plantation,-80.2011492,OK,,33317,,South State Road 7,320,,26.11721:-80.20115,26.11721:-80.20115#,massage,12313,0,0
N,MASSAGE ENVY,62,PINELLAS,,8/31/19,,16441,CLEAR,727,PALM HARBOR,34848 US HIGHWAY 19 N,,787-3689,FL,34684,,3/11/05,PALM HARBOR,34848 US HIGHWAY 19 N,FL,34684,,N,Massage Establishment,MM,9/17/13,"34848 US HIGHWAY 19 N, PALM HARBOR, FL 34684",Florida,Pinellas County,United States,"34848 US Hwy 19 N, Palm Harbor, FL 34683, USA",28.0887609,Palm Harbor,-82.74082,OK,,34683,,US Highway 19 North,34848,,28.08876:-82.74082,28.08876:-82.74082#,massage,15228,0,0
N,DONNA ZIMMERMAN,39,HILLSBOROUGH,,8/31/13,,27446,Null & Void,813,TAMPA,3709 W MCKAY AVE,,562-0807,FL,33609,,8/1/11,TAMPA,3709 W MCKAY AVE,FL,33609,,N,Massage Establishment,MM,3/17/14,"3709 W MCKAY AVE, TAMPA, FL 33609",Florida,Hillsborough County,United States,"3709 W McKay Ave, Tampa, FL 33609, USA",27.9368143,Tampa,-82.5044397,OK,South Tampa,33609,4519,West McKay Avenue,3709,,27.93681:-82.50444,27.93681:-82.50444#,massage,27015,0,0
N,SPA CARA LLC,60,PALM BEACH,spacaralm@gmail.com,8/31/19,,16318,CLEAR,561,PALM BEACH,283 ROYAL POINCIANA WAY,,868-7010,FL,33480,,2/8/05,PALM BEACH,283 ROYAL POINCIANA WAY,FL,33480,,N,Massage Establishment,MM,9/13/07,"283 ROYAL POINCIANA WAY, PALM BEACH, FL 33480",Florida,Palm Beach County,United States,"283 Royal Poinciana Way, Palm Beach, FL 33480, USA",26.7185605,Palm Beach,-80.0408512,OK,,33480,4007,Royal Poinciana Way,283,,26.71856:-80.04085,26.71856:-80.04085#,massage,15312,0,0
N,MARIBELLE DAY SPA,23,MIAMI-DADE,mydayspa@aol.com,8/31/21,,11074,CLEAR,305,MIAMI,7501 BIRD ROAD,,666-9666,FL,33155,,6/1/01,MIAMI,7501 SW 40 ST.,FL,33155,,N,Massage Establishment,MM,6/1/01,"7501 SW 40 ST., MIAMI, FL 33155",Florida,Miami-Dade County,United States,"7501 SW 40th St, Miami, FL 33155, USA",25.7332828,Miami,-80.3165667,OK,,33155,,Southwest 40th Street,7501,,25.73328:-80.31657,25.73328:-80.31657#,massage,9429,0,0
N,"AFFORDABLE ACUPUNCTURE CLINIC, L.L.C.",23,MIAMI-DADE,lorenbrowne@gmail.com,8/31/17,,25993,Null & Void,305,MIAMI,17045 S. DIXIE HIGHWAY,,232-2200,FL,33157,,11/24/10,MIAMI,17045 S. DIXIE HIGHWAY,FL,33157,,N,Massage Establishment,MM,3/15/18,"17045 S. DIXIE HIGHWAY, MIAMI, FL 33157",Florida,Miami-Dade County,United States,"17045 S Dixie Hwy, Palmetto Bay, FL 33157, USA",25.6113186,Palmetto Bay,-80.3460374,OK,,33157,,South Dixie Highway,17045,,25.61132:-80.34604,25.61132:-80.34604#,massage,25759,0,0
N,SERENITY NAILS & SPA,13,BAY,sweetxhien@yahoo.com,8/31/19,,20127,CLEAR,850,PANAMA CITY,2906 THOMAS DRIVE,,230-9258,FL,32408,,8/8/07,PANAMA CITY,2906 THOMAS DRIVE,FL,32408,,N,Massage Establishment,MM,8/8/07,"2906 THOMAS DRIVE, PANAMA CITY, FL 32408",Florida,Bay County,United States,"2906 Thomas Dr, Panama City, FL 32408, USA",30.153184,Panama City,-85.7510226,OK,Port Lagoon,32408,,Thomas Drive,2906,,30.15318:-85.75102,30.15318:-85.75102#,massage,19488,0,0
N,"CRESCENT MASSAGE AND WELLNESS CENTERS, LLC",61,PASCO,,8/31/15,,27447,Null & Void,813,WESLEY CHAPEL,2635 WINDGUARD CR,,333-6521,FL,33544,#101,8/1/11,TAMPA,3710 WEST AZEELE ST,FL,33609,,N,Massage Establishment,MM,4/4/16,"3710 WEST AZEELE ST, TAMPA, FL 33609",Florida,Hillsborough County,United States,"3710 W Azeele St, Tampa, FL 33609, USA",27.9410095,Tampa,-82.5045118,OK,Bon Air,33609,2808,West Azeele Street,3710,,27.94101:-82.50451,27.94101:-82.50451#,massage,27074,0,0
N,"B & C THERAPY CENTER, INC",23,MIAMI-DADE,,8/31/13,,24607,Null & Void,786,HIALEAH,2005 W 62 ST,,253-8276,FL,33016,,3/16/10,HIALEAH,2005 W 62 ST,FL,33016,,N,Massage Establishment,MM,3/17/14,"2005 W 62 ST, HIALEAH, FL 33016",Florida,Miami-Dade County,United States,"2005 W 62nd St, Hialeah, FL 33016, USA",25.879333,Hialeah,-80.3245479,OK,,33016,2657,West 62nd Street,2005,,25.87933:-80.32455,25.87933:-80.32455#,massage,24187,0,0
N,MARC ANDREW EXCLUSIVE HAIR & SPALON,58,ORANGE,estrellita@thespallc.com,8/31/19,,22927,CLEAR,407,ORLANDO,2626 EDGEWATER DRIVE,,898-7737,FL,32804,,4/13/09,ORLANDO,2626 EDGEWATER DRIVE,FL,32804,,N,Massage Establishment,MM,4/13/09,"2626 EDGEWATER DRIVE, ORLANDO, FL 32804",Florida,Orange County,United States,"2626 Edgewater Dr, Orlando, FL 32804, USA",28.5756142,Orlando,-81.3897947,OK,College Park,32804,4458,Edgewater Drive,2626,,28.57561:-81.38979,28.57561:-81.38979#,massage,22296,0,0
N,PROSPECT FAMILY CHIROPRACTIC CENTER,16,BROWARD,,8/31/15,,24033,Null & Void,954,OAKLAND PARK,45 W PROSPECT ROAD,,351-0600,FL,33309,,12/2/09,OAKLAND PARK,45 W PROSPECT ROAD,FL,33309,,N,Massage Establishment,MM,4/4/16,"45 W PROSPECT ROAD, OAKLAND PARK, FL 33309",Florida,Broward County,United States,"45 Prospect Rd, Oakland Park, FL 33309, USA",26.1817555,Oakland Park,-80.1472069,OK,North Andrews Gardens,33309,,Prospect Road,45,,26.18176:-80.14721,26.18176:-80.14721#,massage,23612,0,0
N,BILBAJ INC DBA RUMORS,15,BREVARD,rumors1@bellsouth.net,8/31/19,,19884,CLEAR,321,MELBOURNE,335 PINEDA CT,,752-9604,FL,32940,STE 107,6/20/07,MELBOURNE,335 PINEDA CT,FL,32940,STE 107,N,Massage Establishment,MM,2/5/16,"335 PINEDA CT, MELBOURNE, FL 32940",Florida,Brevard County,United States,"335 Pineda Ct, Melbourne, FL 32940, USA",28.2273703,Melbourne,-80.6759087,OK,Suntree,32940,,Pineda Court,335,,28.22737:-80.67591,28.22737:-80.67591#,massage,19049,0,0
N,GIFTS OF MOTHER NATURE,39,HILLSBOROUGH,giftsmothernature@msn.com,8/31/19,,11949,CLEAR,813,BRANDON,P O BOX 6401,,571-1671,FL,33508,,5/7/02,BRANDON,209 SOUTH MOON AVENUE,FL,33511,,N,Massage Establishment,MM,5/7/02,"209 SOUTH MOON AVENUE, BRANDON, FL 33511",Florida,Hillsborough County,United States,"209 S Moon Ave, Brandon, FL 33511, USA",27.9345473,Brandon,-82.2882545,OK,,33511,5703,South Moon Avenue,209,,27.93455:-82.28825,27.93455:-82.28825#,massage,10497,0,0
N,THE SALON OF VENICE,68,SARASOTA,jvgiglia@aol.com,8/31/21,,22521,CLEAR,941,VENICE,127 E TAMPA AVE,,412-1395,FL,34285,STE 9-10,1/15/09,VENICE,127 E TAMPA AVE,FL,34285,STE 9-10,N,Massage Establishment,MM,9/5/13,"127 E TAMPA AVE, VENICE, FL 34285",Florida,Sarasota County,United States,"127 Tampa Ave E, Venice, FL 34285, USA",27.1010092,Venice,-82.4433066,OK,,34285,,Tampa Avenue East,127,,27.10101:-82.44331,27.10101:-82.44331#,massage,22000,0,0
N,CHIROPRACTIC NATURAL CARE CENTER,16,BROWARD,drrhenry@naturalcarecenter.net,8/31/17,,16375,VOL-RELINQ,954,LAUDERHILL,4492 N UNIVERSITY DR,,578-4443,FL,33351,,2/25/05,LAUDERHILL,4492 N UNIVERSITY DR,FL,33351,,N,Massage Establishment,MM,2/16/17,"4492 N UNIVERSITY DR, LAUDERHILL, FL 33351",Florida,Broward County,United States,"4492 N University Dr, Lauderhill, FL 33319, USA",26.1810435,Lauderhill,-80.2513851,OK,,33319,,North University Drive,4492,,26.18104:-80.25139,26.18104:-80.25139#,massage,15244,0,0
N,MILLENIA DAY SPA,59,OSCEOLA,,8/31/19,,17041,CLEAR,407,KISSIMMEE,14908 EAST ORANGE LAKE BLVD,,238-0334,FL,34747,,8/8/05,KISSIMMEE,14908 EAST ORANGE LAKE BLVD,FL,34747,,N,Massage Establishment,MM,8/8/05,"14908 EAST ORANGE LAKE BLVD, KISSIMMEE, FL 34747",Florida,Orange County,United States,"14908 E Orange Lake Blvd, Kissimmee, FL 34747, USA",28.349475,Kissimmee,-81.6139037,OK,,34747,,East Orange Lake Boulevard,14908,,28.34948:-81.61390,28.34948:-81.61390#,massage,15873,0,0
N,SERENITY AVEDA DAY SPA,16,BROWARD,serenityavedaday@bellsouth.net,8/31/19,,26946,CLEAR,954,FT. LAUDERDALE,1019 N. FEDERAL HWY.,,525-7774,FL,33304,,5/12/11,FT. LAUDERDALE,1019 N. FEDERAL HWY.,FL,33304,,N,Massage Establishment,MM,1/17/18,"1019 N. FEDERAL HWY., FT. LAUDERDALE, FL 33304",Florida,Broward County,United States,"1019 N Federal Hwy, Fort Lauderdale, FL 33304, USA",26.1383233,Fort Lauderdale,-80.1216507,OK,Lake Ridge,33304,,North Federal Highway,1019,,26.13832:-80.12165,26.13832:-80.12165#,massage,26821,0,0
N,BLISS FACIAL SPA LLC,61,PASCO,vicky@blissfacialspa.com,8/31/19,,25727,CLEAR,813,WESLEY CHAPEL,27027 BRUSH CREEK WAY,,345-8983,FL,33544,,10/22/10,WESLEY CHAPEL,3750 MARYWEATHER LANE,FL,33544,,N,Massage Establishment,MM,9/11/13,"3750 MARYWEATHER LANE, WESLEY CHAPEL, FL 33544",Florida,Pasco County,United States,"3750 Maryweather Ln, Wesley Chapel, FL 33544, USA",28.2118065,Wesley Chapel,-82.3557422,OK,,33544,7784,Maryweather Lane,3750,,28.21181:-82.35574,28.21181:-82.35574#,massage,25410,0,0
N,"THE ART OF BLISS OCALA, LLC",52,MARION,claire@artofblissocala.com,8/31/13,,27520,Null & Void,352,SILVER SPRINGS,14000 NE 54TH PLACE,,789-9911,FL,34488,,8/12/11,OCALA,1015 EAST FORT KING STREET,FL,34471,,N,Massage Establishment,MM,3/17/14,"1015 EAST FORT KING STREET, OCALA, FL 34471",Florida,Marion County,United States,"1015 E Fort King St, Ocala, FL 34471, USA",29.1855817,Ocala,-82.1260406,OK,Historic District,34471,2315,East Fort King Street,1015,,29.18558:-82.12604,29.18558:-82.12604#,massage,27442,0,0
N,CUTTING LOOSE INC,51,MANATEE,coral@cuttingloose.net,8/31/13,,25309,Null & Void,941,UNIVERSITY PARK,8429 HONORE AVE,,358-6000,FL,34201,,7/29/10,UNIVERSITY PARK,8429 HONORE AVE,FL,34201,,N,Massage Establishment,MM,3/17/14,"8429 HONORE AVE, UNIVERSITY PARK, FL 34201",Florida,Manatee County,United States,"8429 Honore Ave, University Park, FL 34201, USA",27.3908844,,-82.4623042,OK,University Park,34201,,Honore Avenue,8429,,27.39088:-82.46230,27.39088:-82.46230#,massage,24913,0,0
N,"AUBURNDALE CHIROPRACTIC, LLC",63,POLK,drsara@auburndalechiropractic.com,8/31/15,,19744,Null & Void,863,AUBURNDALE,214 MAIN ST,,968-0088,FL,33823,,5/10/07,AUBURNDALE,214 MAIN ST,FL,33823,,N,Massage Establishment,MM,4/4/16,"214 MAIN ST, AUBURNDALE, FL 33823",Florida,Polk County,United States,"214 Main St, Auburndale, FL 33823, USA",28.0700326,Auburndale,-81.7885419,OK,,33823,,Main Street,214,,28.07003:-81.78854,28.07003:-81.78854#,massage,18963,0,0
N,PARADISE DAY SPA,18,CHARLOTTE,tnguyen71161@yahoo.com,8/31/15,,21311,VOL-RELINQ,941,PORT CHARLOTTE,1441 TAMIAMI TRL,,258-5347,FL,33948,UNIT 505,4/29/08,PORT CHARLOTTE,1441 TAMIAMI TRL,FL,33948,UNIT 505,N,Massage Establishment,MM,3/2/15,"1441 TAMIAMI TRL, PORT CHARLOTTE, FL 33948",Florida,Charlotte County,United States,"1441 Tamiami Trail, Port Charlotte, FL 33948, USA",27.009081,Port Charlotte,-82.1470547,OK,,33948,,Tamiami Trail,1441,,27.00908:-82.14705,27.00908:-82.14705#,massage,20592,0,0
N,BACK IN MOTION,21,COLLIER,,8/31/15,,23666,VOL-RELINQ,239,NAPLES,5695 NAPLES BLVD,,598-2244,FL,34109,,9/16/09,NAPLES,5695 NAPLES BLVD,FL,34109,,N,Massage Establishment,MM,1/30/15,"5695 NAPLES BLVD, NAPLES, FL 34109",Florida,Collier County,United States,"5695 Naples Blvd, Naples, FL 34109, USA",26.2150838,Naples,-81.7748451,OK,,34109,,Naples Boulevard,5695,,26.21508:-81.77485,26.21508:-81.77485#,massage,23121,0,0
N,APPLEWOODS,16,BROWARD,applewoods2@aol.com,8/31/19,,13108,CLEAR,954,WESTON,1694 MARKET STREET,,394-3256,FL,33326,,9/8/03,WESTON,1694 MARKET STREET,FL,33326,,N,Massage Establishment,MM,2/18/14,"1694 MARKET STREET, WESTON, FL 33326",Florida,Broward County,United States,"1694 Market St, Weston, FL 33326, USA",26.097546,Weston,-80.3806329,OK,,33326,,Market Street,1694,,26.09755:-80.38063,26.09755:-80.38063#,massage,11708,0,0
N,ALLURING PROFILES,11,ALACHUA,lgarr1299@aol.com,8/31/13,,10773,Null & Void,352,GAINESVILLE,3366 NW 13TH ST,,372-4567,FL,32609,,2/16/01,GAINESVILLE,3366 NW 13TH STREET,FL,32609,,N,Massage Establishment,MM,3/17/14,"3366 NW 13TH STREET, GAINESVILLE, FL 32609",Florida,Alachua County,United States,"3366 NW 13th St, Gainesville, FL 32609, USA",29.6837642,Gainesville,-82.339355,OK,,32609,2171,Northwest 13th Street,3366,,29.68376:-82.33935,29.68376:-82.33935#,massage,9018,0,0
N,MAC HAIR STUDIO INC,26,DUVAL,info@machairstudio.com,8/31/15,,20085,Null & Void,904,JACKSONVILLE,3831 HENDRICKS AVE,,399-2280,FL,32207,,8/2/07,JACKSONVILLE,3831 HENDRICKS AVE,FL,32207,,N,Massage Establishment,MM,4/4/16,"3831 HENDRICKS AVE, JACKSONVILLE, FL 32207",Florida,Duval County,United States,"3831 Hendricks Ave, Jacksonville, FL 32207, USA",30.2836087,Jacksonville,-81.6508319,OK,Lakewood,32207,5303,Hendricks Avenue,3831,,30.28361:-81.65083,30.28361:-81.65083#,massage,19446,0,0
N,"COMFORT ZONE MASSAGE, LLC",63,POLK,walkerlinda25@yahoo.com,8/31/21,,14502,CLEAR,863,AUBURNDALE,206 HOWARD STREET,,967-1980,FL,33823,,1/20/04,AUBURNDALE,206 HOWARD STREET,FL,33823,,N,Massage Establishment,MM,1/20/04,"206 HOWARD STREET, AUBURNDALE, FL 33823",Florida,Polk County,United States,"206 Howard St, Auburndale, FL 33823, USA",28.0634395,Auburndale,-81.7897449,OK,,33823,3435,Howard Street,206,,28.06344:-81.78974,28.06344:-81.78974#,massage,13488,0,0
N,COMPREHENSIVE HEALTH CARE SYSTEMS,60,PALM BEACH,backcare@bellsouth.net,8/31/15,,13285,VOL-RELINQ,561,WEST PALM BEACH,4676 OKEECHOBEE BLVD,,684-0710,FL,33417,,10/13/03,WEST PALM BEACH,4676 OKEECHOBEE BLVD,FL,33417,,N,Massage Establishment,MM,2/14/15,"4676 OKEECHOBEE BLVD, WEST PALM BEACH, FL 33417",Florida,Palm Beach County,United States,"4676 Okeechobee Blvd, West Palm Beach, FL 33417, USA",26.7063784,West Palm Beach,-80.1140034,OK,,33417,,Okeechobee Boulevard,4676,,26.70638:-80.11400,26.70638:-80.11400#,massage,12006,0,0
N,"POWERS & WOOTEN, INC. DBA SHEAR ART SALON",39,HILLSBOROUGH,jpmountain@aol.com,8/31/21,,21148,CLEAR,813,CARROLLWOOD,13124 N. DALE MABRY HWY,,968-4836,FL,33618,,3/25/08,TAMPA,13124 N. DALE MABRY HWY,FL,33618,,N,Massage Establishment,MM,12/20/13,"13124 N. DALE MABRY HWY, TAMPA, FL 33618",Florida,Hillsborough County,United States,"13124 N Dale Mabry Hwy, Tampa, FL 33618, USA",28.0662876,Tampa,-82.5064183,OK,,33618,2406,North Dale Mabry Highway,13124,,28.06629:-82.50642,28.06629:-82.50642#,massage,16230,0,0
N,DEBRA E HAYMAN LMT,26,DUVAL,debrahayman@bellsouth.net,8/31/19,,19770,CLEAR,904,NEPTUNE BEACH,404 MCCOLLUM CIRCLE,,707-8477,FL,32266,,5/15/07,PONTE VEDRA BEACH,2203 SAWGRASS VILLAGE DR,FL,32082,,N,Massage Establishment,MM,5/15/07,"2203 SAWGRASS VILLAGE DR, PONTE VEDRA BEACH, FL 32082",Florida,St. Johns County,United States,"2203 Sawgrass Village Dr, Ponte Vedra Beach, FL 32082, USA",30.2057723,Ponte Vedra Beach,-81.3803635,OK,,32082,,Sawgrass Village Drive,2203,,30.20577:-81.38036,30.20577:-81.38036#,massage,18989,0,0
N,"DAVID N AVERY, D.C., P.A.",61,PASCO,drdavidavery@yahoo.com,8/31/19,,13318,CLEAR,727,NEW PORT RICHEY,5645 GULF DRIVE,,848-3663,FL,34652,,10/13/03,NEW PORT RICHEY,5645 GULF DRIVE,FL,34652,,N,Massage Establishment,MM,10/13/03,"5645 GULF DRIVE, NEW PORT RICHEY, FL 34652",Florida,Pasco County,United States,"5645 Gulf Dr, New Port Richey, FL 34652, USA",28.2391903,New Port Richey,-82.7205727,OK,Gulf-boulevard Professional Office Condominiums,34652,4019,Gulf Drive,5645,,28.23919:-82.72057,28.23919:-82.72057#,massage,12330,0,0
N,A ABSOLUTE MASSAGE AND SKIN CARE,69,SEMINOLE,aabsolutemassage@embarqmail.com,8/31/21,,11292,CLEAR,407,ALTAMONTE SPRINGS,827 MEANDER DRIVE S.,,339-8111,FL,32714,,8/31/01,LONGWOOD,245 RONALD REAGAN BLVD.,FL,32750,,N,Massage Establishment,MM,3/9/07,"245 RONALD REAGAN BLVD., LONGWOOD, FL 32750",Florida,Seminole County,United States,"245 S Ronald Reagan Blvd, Longwood, FL 32750, USA",28.695813,Longwood,-81.3458929,OK,,32750,5402,South Ronald Reagan Boulevard,245,,28.69581:-81.34589,28.69581:-81.34589#,massage,9766,0,0
N,MASSAGE ENVY,58,ORANGE,maggie@nvmetro.com,8/31/19,,23646,CLEAR,407,WINTER PARK,926 ARAGON AVE.,,875-3689,FL,32789,,9/14/09,WINTER PARK,1919 ALOME AVE,FL,32792,,N,Massage Establishment,MM,9/14/09,"1919 ALOME AVE, WINTER PARK, FL 32792",Florida,Orange County,United States,"1919 Aloma Ave, Winter Park, FL 32792, USA",28.601422,Winter Park,-81.3267861,OK,,32792,,Aloma Avenue,1919,,28.60142:-81.32679,28.60142:-81.32679#,massage,23159,0,0
N,ART NAILS ETC.,47,LEON,duyhanhuan@hotmail.com,8/31/19,,10272,CLEAR,850,TALLAHASSEE,1427 MARKET ST,,893-0266,FL,32312,,6/20/00,TALLAHASSEE,1427 MARKET ST,FL,32312,,N,Massage Establishment,MM,6/20/00,"1427 MARKET ST, TALLAHASSEE, FL 32312",Florida,Leon County,United States,"1427 Market St, Tallahassee, FL 32312, USA",30.5063318,Tallahassee,-84.2523628,OK,,32312,1725,Market Street,1427,,30.50633:-84.25236,30.50633:-84.25236#,massage,8479,0,0
N,SOSA FAMILY CHIROPRACTIC CENTER PA,39,HILLSBOROUGH,westchase_chiropractic@verizon.net,8/31/15,,13648,Null & Void,813,TAMPA,10981 COUNTRYWAY BLVD,,855-2424,FL,33626,,11/19/03,TAMPA,10981 COUNTRYWAY BLVD,FL,33626,,N,Massage Establishment,MM,4/4/16,"10981 COUNTRYWAY BLVD, TAMPA, FL 33626",Florida,Hillsborough County,United States,"10981 Countryway Blvd, Westchase, FL 33626, USA",28.0596357,Westchase,-82.6220487,OK,,33626,,Countryway Boulevard,10981,,28.05964:-82.62205,28.05964:-82.62205#,massage,12557,0,0
N,MEISENHEIMER DAY SPA,58,ORANGE,sandee@cfl.rr.com,8/31/19,,23438,CLEAR,407,ORLANDO,7300 SANDLAKE COMMONS BLVD,,352-2444,FL,32819,STE 115,7/30/09,ORLANDO,7300 SANDLAKE COMMONS BLVD,FL,32819,STE 115,N,Massage Establishment,MM,7/30/09,"7300 SANDLAKE COMMONS BLVD, ORLANDO, FL 32819",Florida,Orange County,United States,"7300 Sand Lake Commons Blvd, Orlando, FL 32819, USA",28.4302949,Orlando,-81.4793455,OK,,32819,,Sand Lake Commons Boulevard,7300,,28.43029:-81.47935,28.43029:-81.47935#,massage,22704,0,0
N,TAMPA REHAB & CHIROPRACTIC LLC,39,HILLSBOROUGH,,8/31/15,,26568,Null & Void,813,TAMPA,5511 HANLEY RD,,888-5102,FL,33634,,3/15/11,TAMPA,5511 HANLEY RD,FL,33634,,N,Massage Establishment,MM,4/4/16,"5511 HANLEY RD, TAMPA, FL 33634",Florida,Hillsborough County,United States,"5511 Hanley Rd, Tampa, FL 33634, USA",27.9985224,Tampa,-82.56253,OK,Sweetwater Creek,33634,4903,Hanley Road,5511,,27.99852:-82.56253,27.99852:-82.56253#,massage,26420,0,0
N,AA NAILS AND SPA INC,74,VOLUSIA,kimngan1973@yahoo.com,8/31/21,,26517,CLEAR,386,NEW SMYRNA BEACH,626 EAST 3RD AVE,,428-6700,FL,32169,,3/4/11,NEW SMYRNA BEACH,626 EAST 3RD AVE,FL,32169,,N,Massage Establishment,MM,3/4/11,"626 EAST 3RD AVE, NEW SMYRNA BEACH, FL 32169",Florida,Volusia County,United States,"626 E 3rd Ave, New Smyrna Beach, FL 32169, USA",29.0291506,New Smyrna Beach,-80.8979265,OK,,32169,3164,East 3rd Avenue,626,,29.02915:-80.89793,29.02915:-80.89793#,massage,26090,0,0
N,INTEGRATIVE PHYSICAL MEDICINE,58,ORANGE,shelbypulis@gmail.com,8/31/19,,16762,VOL-RELINQ,407,ORLANDO,2206 EAST COLONIAL DRIVE,,839-1045,FL,32803,,5/23/05,ORLANDO,2206 EAST COLONIAL DRIVE,FL,32803,,N,Massage Establishment,MM,8/7/18,"2206 EAST COLONIAL DRIVE, ORLANDO, FL 32803",Florida,Orange County,United States,"Integrative Physical Medicine, 2206 E Colonial Dr, Orlando, FL 32803, USA",28.5528953,Orlando,-81.3538203,OK,Northeast Orlando,32803,4912,East Colonial Drive,2206,,28.55290:-81.35382,28.55290:-81.35382#,massage,15711,0,0
N,KELLY'S HAIR SALON & SPA LLC,58,ORANGE,alema5@embarqmail.com,8/31/13,,13065,Null & Void,407,ORLANDO,4433 EDGEWATER DRIVE,,227-3158,FL,32804,,8/26/03,ORLANDO,4433 EDGEWATER DR,FL,32804,,N,Massage Establishment,MM,3/17/14,"4433 EDGEWATER DR, ORLANDO, FL 32804",Florida,Orange County,United States,"4433 Edgewater Dr, Orlando, FL 32804, USA",28.5978737,Orlando,-81.3998001,OK,,32804,1229,Edgewater Drive,4433,,28.59787:-81.39980,28.59787:-81.39980#,massage,11632,0,0
N,SIGNATURE NAILS AND SPA AT CROSSWINDS INC,62,PINELLAS,,8/31/15,,19739,Null & Void,727,SAINT PETERSBURG,2018 66TH ST NORTH,,902-9176,FL,33710,,5/9/07,SAINT PETERSBURG,2018 66TH ST NORTH,FL,33710,,N,Massage Establishment,MM,4/4/16,"2018 66TH ST NORTH, SAINT PETERSBURG, FL 33710",Florida,Pinellas County,United States,"2018 66th St N, St. Petersburg, FL 33710, USA",27.7883477,St. Petersburg,-82.7292982,OK,,33710,,66th Street North,2018,,27.78835:-82.72930,27.78835:-82.72930#,massage,18920,0,0
N,PATHWAY WELLNESS CHIROPRACTIC CLINIC,47,LEON,,8/31/19,,22722,CLEAR,850,TALLAHASSEE,2425 MAHAN DRIVE,,386-8282,FL,32308,SUITE A,2/27/09,TALLAHASSEE,2425 MAHAN DRIVE,FL,32308,SUITE A,N,Massage Establishment,MM,2/27/09,"2425 MAHAN DRIVE, TALLAHASSEE, FL 32308",Florida,Leon County,United States,"2425 Mahan Dr, Tallahassee, FL 32308, USA",30.4562031,Tallahassee,-84.2373263,OK,,32308,2301,Mahan Drive,2425,,30.45620:-84.23733,30.45620:-84.23733#,massage,22173,0,0
N,MASSAGE ENVY,16,BROWARD,kaley.miller@massageenvy.com,8/31/19,,24125,CLEAR,954,FT LAUDERDALE,1917 CORDOVA ROAD,,626-6200,FL,33316,,12/15/09,FORT LAUDERDALE,1917 CORDOVA ROAD,FL,33316,,N,Massage Establishment,MM,9/9/15,"1917 CORDOVA ROAD, FORT LAUDERDALE, FL 33316",Florida,Broward County,United States,"1917 Cordova Rd, Fort Lauderdale, FL 33316, USA",26.0971316,Fort Lauderdale,-80.130975,OK,Harbordale,33316,,Cordova Road,1917,,26.09713:-80.13098,26.09713:-80.13098#,massage,23650,0,0
Y,"MOEVY, INC. DBA COCO'S DAY SPA AND SALON",23,MIAMI-DADE,monique@cocosdayspa.com,8/31/15,,11204,Null & Void,305,AVENTURA,19575 BISCAYNE BLVD SUITE 375,,931-1411,FL,33180,,7/27/01,AVENTURA,19575 BISCAYNE BLVD SUITE 375,FL,33180,,N,Massage Establishment,MM,4/4/16,"19575 BISCAYNE BLVD SUITE 375, AVENTURA, FL 33180",Florida,Miami-Dade County,United States,"19575 Biscayne Blvd #375, Aventura, FL 33180, USA",25.9571477,Aventura,-80.1436082,OK,,33180,,Biscayne Boulevard,19575,375,25.95715:-80.14361,25.95715:-80.14361#375,massage,9699,0,0
N,VENICE DAY SPA,68,SARASOTA,venicedayspa@aol.com,8/31/21,,11108,CLEAR,941,VENICE,509 TAMIAMI TRAIL S,,488-3674,FL,34285,,6/8/01,VENICE,509 TAMIAMI TRAIL S,FL,34285,,N,Massage Establishment,MM,6/8/01,"509 TAMIAMI TRAIL S, VENICE, FL 34285",Florida,Sarasota County,United States,"509 S Tamiami Trail, Venice, FL 34285, USA",27.092856,Venice,-82.4426003,OK,,34285,2927,South Tamiami Trail,509,,27.09286:-82.44260,27.09286:-82.44260#,massage,9574,0,0
