Business Name,UBI#,Business Type,Principal Office Address,Registered Agent Name,Status
"MAPLE VALLEY THERAPEUTIC MASSAGE, LLC",604 347 551,WA LIMITED LIABILITY COMPANY,"1724 COLE ST STE 11, ENUMCLAW, WA, 98022-3554, UNITED STATES",TAMI HARDERS,Active
MARACO MEDICAL & THERAPEUTIC MASSAGE CENTER LLC,602 344 044,WA LIMITED LIABILITY COMPANY,"9209 E MISSION AVE STE D, SPOKANE, WA, 99206, UNITED STATES",MARY A COUCH,Inactive
"MARQUIS MASSAGE GROUP, LLC",602 375 679,WA LIMITED LIABILITY COMPANY,"27116 167TH PL SE #114, KENT, WA, 98042, UNITED STATES",,Administratively Dissolved
"MARVELOUS MASSAGE OF KIRKLAND, P.L.L.C.",602 622 750,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"145 NW 85TH ST # 102, SEATTLE, WA, 98115, UNITED STATES",LILLI EWING,Inactive
"MARVELOUS MASSAGE OF SEATTLE, P.L.L.C.",602 622 751,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"145 NW 85TH ST # 102, SEATTLE, WA, 98115, UNITED STATES",LILLI EWING,Inactive
"MARVELOUS MASSAGE THERAPEUTICS, P.L.L.C.",602 622 652,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"145 NW 85TH ST #102, SEATTLE, WA, 98117, UNITED STATES",LILLI EWING,Inactive
"MARVELOUS MASSAGE THERAPY OF KIRKLAND, P.L.L.C.",602 622 742,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"145 NW 85TH ST # 102, SEATTLE, WA, 98117, UNITED STATES",LILLI EWING,Inactive
"MARVELOUS MASSAGE THERAPY OF SEATTLE, P.L.L.C.",602 622 743,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"145 NW 85TH ST # 102, SEATTLE, WA, 98117, UNITED STATES",LILLI EWING,Inactive
"MARVELOUS MASSAGE THERAPY OF WASHINGTON STATE, P.L.L.C.",602 622 747,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"145 NW 85TH ST # 102, SEATTLE, WA, 98117, UNITED STATES",LILLI EWING,Inactive
"MARVELOUS MASSAGE THERAPY, P.L.L.C.",602 622 643,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"145 NW 85TH ST #102, SEATTLE, WA, 98117, UNITED STATES",LILLI EWING LMP,Inactive
"MARVELOUS MASSAGE TOUCH, P.L.L.C.",602 622 647,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"145 NW 85TH ST #102, SEATTLE, WA, 98117, UNITED STATES",LILLI EWING,Inactive
"MARVELOUS MASSAGE, P.L.L.C.",602 622 644,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"145 NW 85TH ST #102, SEATTLE, WA, 98117, UNITED STATES",LILLI EWING,Inactive
MASSAGE  DOCTOR  PLLC,603 097 083,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"11705 40TH AVE NE, SEATTLE, WA, 98125, UNITED STATES",ABDUL KARIM TAIFOUR,Active
"MASSAGE & BODYWORK 411, LLC",603 078 034,WA LIMITED LIABILITY COMPANY,"2515 WILLA ST NE, OLYMPIA, WA, 98516-2382, UNITED STATES",CHERIE R HANKAL,Active
"MASSAGE & BOWEN NORTHWEST, INC.",602 431 518,WA PROFIT CORPORATION,"707 PINE AVE # A 102, SNOHOMISH, WA, 98290, UNITED STATES",GRETCHEN B MILES,Administratively Dissolved
MASSAGE 4 U LLC,604 200 113,WA LIMITED LIABILITY COMPANY,"1314 E 72ND ST, TACOMA, WA, 98404-3343, UNITED STATES",FENGJUN TANG,Voluntarily Dissolved
"MASSAGE A LA CARTE, LLC",602 455 639,WA LIMITED LIABILITY COMPANY,"152 WAVERLY WAY, KIRKLAND, WA, 98033, UNITED STATES",JANET M ENNIS,Inactive
"MASSAGE ASSOCIATES OF YAKIMA, L.L.C.",602 673 117,WA LIMITED LIABILITY COMPANY,"2503 RACQUET LANE SUITE 100, YAKIMA, WA, 98902, UNITED STATES",SARA ETTL,Inactive
"MASSAGE BAR, INC.",601 492 367,WA PROFIT CORPORATION,"8010 S 128TH ST, SEATTLE, WA, 98178-4938, UNITED STATES",JGB SERVICE CORPORATION,Active
"MASSAGE BILINGUAL SCHOOL, INC.",603 371 638,WA PROFIT CORPORATION,"13433 NE 20TH ST STE E, BELLEVUE, WA, 98005, UNITED STATES",LIMING QIN,Administratively Dissolved
MASSAGE BILLING SOLUTIONS LLC,603 111 264,WA LIMITED LIABILITY COMPANY,,JAMIE BETH JULIUS,Administratively Dissolved
"MASSAGE BY APHTON, LLC",602 928 218,WA LIMITED LIABILITY COMPANY,"4900 BALUSTRADE BLVD SE, LACEY, WA, 98513-4168, UNITED STATES",APHTON ENGLER LMP,Active
"MASSAGE BY BRENDA, INC.",602 218 319,WA PROFIT CORPORATION,,BRENDA REPPART,Inactive
MASSAGE BY BROCX INC.,604 160 092,WA PROFIT CORPORATION,"1701 4TH AVE E, OLYMPIA, WA, 98506-4533, UNITED STATES",CAP CITY LAW PS,Active
MASSAGE BY BUZZ LLC,602 867 861,WA LIMITED LIABILITY COMPANY,"1236 SW ROGERS CT, OLYMPIA, WA, 98502, UNITED STATES",ALLAN J HETTINGER,Administratively Dissolved
MASSAGE BY CARLA JOHNSON LLC,603 123 857,WA LIMITED LIABILITY COMPANY,"502 N RUBY ST, ELLENSBURG, WA, 98926, UNITED STATES",CARLA JOHNSON,Active
"MASSAGE BY CLARISSA, LLC",604 014 068,WA LIMITED LIABILITY COMPANY,"330 KING ST, SUITE 9, WENATCHEE, WA, 98801-2857, UNITED STATES",CLARISSA CHRISMER,Active
"MASSAGE BY DANA, LLC",604 440 289,WA LIMITED LIABILITY COMPANY,"790 MAIN ST, BUCKLEY, WA, 98321, UNITED STATES",DANALEE ZIMMERMAN,Active
"MASSAGE BY EDWINA, LLC",604 124 307,WA LIMITED LIABILITY COMPANY,"6342 LITTLEROCK RD SW, TUMWATER, WA, 98512-7332, UNITED STATES",EDWINA SMITH,Administratively Dissolved
"MASSAGE BY JP, LLC",604 472 177,WA LIMITED LIABILITY COMPANY,"4832 38TH AVE SW, SEATTLE, WA, 98126-2729, UNITED STATES",JENNIFER PULVINO,Active
"MASSAGE BY JULIA, LLC",603 498 788,WA LIMITED LIABILITY COMPANY,"3505 208TH PL NE, SAMMAMISH, WA, 98074, UNITED STATES",JULIA JARZEMBOWSKI,Administratively Dissolved
MASSAGE BY KANYA LLC,604 452 590,WA LIMITED LIABILITY COMPANY,"2817 WHEATON WAY STE 104C, BREMERTON, WA, 98310-3440, UNITED STATES",BETHANY WARNER,Active
MASSAGE BY MARCI LLC,603 250 657,WA LIMITED LIABILITY COMPANY,"16312 80TH AVE NW, STANWOOD, WA, 98292, UNITED STATES",UNITED STATES CORPORATION AGENTS INC,Administratively Dissolved
MASSAGE BY POOK LLC,602 892 002,WA LIMITED LIABILITY COMPANY,"110 N CANAL VIEW RD, HOODSPORT, WA, 98548-9762, UNITED STATES",MARK SCOTT,Active
MASSAGE BY STEPH LLC,603 569 545,WA LIMITED LIABILITY COMPANY,"12501 N DIVISION ST, SPOKANE, WA, 99218, UNITED STATES",STEPHNIE HANSEN,Administratively Dissolved
"MASSAGE BY TESA, LLC",604 316 308,WA LIMITED LIABILITY COMPANY,"1683 SPUR LN, OAK HARBOR, WA, 98277-8503, UNITED STATES",TESA BREWER,Voluntarily Dissolved
"MASSAGE BY THE BAY, LLC",603 177 187,WA LIMITED LIABILITY COMPANY,"2601 70TH AVE. WEST, SUITE A, UNIVERSITY PLACE, WA, 98466, UNITED STATES",MAUREEN GRAHAM,Administratively Dissolved
MASSAGE BY WILLOW INC,603 243 840,WA PROFIT CORPORATION,"1813 SE 187TH PLACE, VANCOUVER, WA, 98683, UNITED STATES",WILLOW HAJICEK,Administratively Dissolved
"MASSAGE CHIRO, LLC",603 203 944,WA LIMITED LIABILITY COMPANY,"3701 COLBY AVE, EVERETT, WA, 98201, UNITED STATES",CHRISTOPHERKEEZER,Administratively Dissolved
"MASSAGE CONNECTION SCHOOL OF NATURAL HEALING, LLC",602 667 371,WA LIMITED LIABILITY COMPANY,"15 OREGON AVE SUITE #408, TACOMA, WA, 98049, UNITED STATES",CARL PETERSEN,Inactive
"MASSAGE CONNECTION, PLLC",603 288 036,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"1132 164TH ST SW, STE. A, LYNNWOOD, WA, 98087-8167, UNITED STATES",KEELY STEWART,Active
"MASSAGE COP PRODUCTIONS, LLC",603 223 435,WA LIMITED LIABILITY COMPANY,"8357 166TH AVE NE UNIT B, REDMOND, WA, 98052, UNITED STATES",LAVON M WATSON,Administratively Dissolved
"MASSAGE CRAZE, LLC",603 279 080,WA LIMITED LIABILITY COMPANY,,JASONMERCHANT,Administratively Dissolved
"MASSAGE DOG, L.L.C.",604 049 925,WA LIMITED LIABILITY COMPANY,"4415 RIDGEMONT DR, EVERETT, WA, 98203, UNITED STATES",MALACHI RUNDGREN,Administratively Dissolved
MASSAGE EDUCATION INTERNATIONAL INC.,602 914 463,WA PROFIT CORPORATION,,SHERYLMORELLI,Administratively Dissolved
"MASSAGE ENVY FRANCHISING, LLC",603 604 870,FOREIGN LIMITED LIABILITY COMPANY,"14350 N 87TH ST #200, SCOTTSDALE, AZ, 85260, UNITED STATES",CORPORATE CREATIONS NETWORK INC.,Active
"MASSAGE FINEST, LLC.",604 377 744,WA LIMITED LIABILITY COMPANY,"4605 LAKE WASHINGTON BLVD.NE, KIRKLAND, WA, 98033-7618, UNITED STATES",JOIENEY BERDAN,Active
MASSAGE FLOW L.L.C.,604 229 601,WA LIMITED LIABILITY COMPANY,"17516 OSPREY RD, ARLINGTON, WA, 98223-5953, UNITED STATES",KEN DISBROW,Active
"MASSAGE FOR HEALTH & ASSOCIATES, INC.",601 797 402,WA PROFIT CORPORATION,,DALE LINGENFELTER,Inactive
"MASSAGE FOR HEALTH AND DAY SPA, INC.",601 981 519,WA PROFIT CORPORATION,"530 S 336TH ST, STE C, FEDERAL WAY, WA, 98003-6383, UNITED STATES",SHELLEY L MEHNER,Delinquent
MASSAGE FOR LIFE LLC,604 129 046,WA LIMITED LIABILITY COMPANY,"6701 N COUNTRY HOMES BLVD, SPOKANE, WA, 99208, UNITED STATES",BRITTANI URANN,Administratively Dissolved
MASSAGE FOR MOMMIES CORP,602 622 466,WA PROFIT CORPORATION,"677 WOODLAND SQ LP SE #A4, LACEY, WA, 98503, UNITED STATES",MICHELLE MOODY,Administratively Dissolved
MASSAGE FOR MOMMIES LLC,604 398 723,WA LIMITED LIABILITY COMPANY,"677 WOODLAND SQUARE LOOP SE STE 18, LACEY, WA, 98503-1000, UNITED STATES",UNITED STATES CORPORATION AGENTS INC.,Active
MASSAGE FOR MOTHERS LLC,602 922 471,WA LIMITED LIABILITY COMPANY,"272 NW PARK ST, CHEHALIS, WA, 98532, UNITED STATES",JAN BECK,Administratively Dissolved
"MASSAGE FOR MOTION, LLC",602 266 803,WA LIMITED LIABILITY COMPANY,,ROY F KUSSMANN ESQ,Administratively Dissolved
"MASSAGE FOR MOVEMENT, PLLC",603 432 199,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"8524 W GAGE BLVD #112, KENNEWICK, WA, 99336, UNITED STATES",DIANE BERKEY,Administratively Dissolved
MASSAGE FOR SEATTLE INC.,602 559 286,WA PROFIT CORPORATION,"4906 RAINIER AVE S, UNIT C, SEATTLE, WA, 98118, UNITED STATES",WENDELL DYCK,Active
MASSAGE FOR THE CAUSE,603 067 556,WA NONPROFIT CORPORATION,"3911 S. MOFFITT, SPOKANE VALLEY, WA, 99206, UNITED STATES",IAIN FINNIGAN,Inactive
MASSAGE FOR WORLD PEACE LLC,602 946 759,WA LIMITED LIABILITY COMPANY,"17333 SE 133RD ST., RENTON, WA, 98059, UNITED STATES",EDWARD TORRES,Active
"MASSAGE FOR YOU, INC.",602 584 894,WA PROFIT CORPORATION,"3358 NW 23RD AVE, CAMAS, WA, 98607, UNITED STATES",GREGORY MAATZ,Inactive
"MASSAGE FREEK, LLC",602 790 886,WA LIMITED LIABILITY COMPANY,"216 BROADWAY EAST #311, SEATTLE, WA, 98102, UNITED STATES",GAYLE KENDALL,Inactive
"MASSAGE HAVEN, PS",601 632 816,WA PROFESSIONAL SERVICE CORPORATION,,ROBERT MOORE,Inactive
"MASSAGE HEAVEN, INC.",603 533 895,WA PROFIT CORPORATION,"14040 NE 8TH STREET STE 313, BELLEVUE, WA, 98007, UNITED STATES",CHOU ACCOUNTING AND TAX SERVICES,Administratively Dissolved
"MASSAGE IN MOTION, LLC",602 558 196,WA LIMITED LIABILITY COMPANY,"2330 HERNDON DR, EAST WENATCHEE, WA, 98802, UNITED STATES",REBECCA DAHLSTEDT,Inactive
"MASSAGE IN PARADISE, LLC",602 773 362,WA LIMITED LIABILITY COMPANY,"2301 26TH AVE SE, PUYALLUP, WA, 98374, UNITED STATES",TENRA INVESTMENTS LLC,Inactive
"MASSAGE IN THE WOODS, LLC",603 617 429,WA LIMITED LIABILITY COMPANY,"21413 15TH AVE S, DES MOINES, WA, 98198, UNITED STATES",ASHLEY WOOD,Administratively Dissolved
"MASSAGE INJURY NETWORK, LLC",603 551 614,WA LIMITED LIABILITY COMPANY,"9003 CANYON DR, KENT, WA, 98030, UNITED STATES","UNITED STATES CORPORATION AGENTS, INC.",Administratively Dissolved
"MASSAGE INSPIRATION, PLLC",603 310 369,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"308 N 188TH ST, SHORELINE, WA, 98133-3812, UNITED STATES",JAMES S LUDWIG,Active
"MASSAGE INSTEAD, LLC",603 271 168,WA LIMITED LIABILITY COMPANY,,UNITED STATES CORPORATION AGENTS INC,Administratively Dissolved
"MASSAGE INSURANCE PROS, LLC",602 898 901,WA LIMITED LIABILITY COMPANY,"3009 S MT VERNON STE 200, SPOKANE, WA, 99223, UNITED STATES",STEVEN SPARKS,Inactive
MASSAGE KNEADED LLC,604 396 837,WA LIMITED LIABILITY COMPANY,"2502 6TH AVE STE 1, TACOMA, WA, 98406-7705, UNITED STATES",MASSAGE KNEADED,Active
MASSAGE MAGIC INC,603 550 864,WA PROFIT CORPORATION,"8309 S S D ST, TACOMA, WA, 98408, UNITED STATES",STANLEY KORONA,Delinquent
"MASSAGE MASTER, LLC",604 095 967,WA LIMITED LIABILITY COMPANY,"6951 MARTIN LUTHER KING JR WAY S STE 206, SEATTLE, WA, 98118-3545, UNITED STATES","CHARLIE DANG INCOME TAX, INC.",Active
"MASSAGE MATTERS, LLC",603 325 378,WA LIMITED LIABILITY COMPANY,"3529 NORTON AVE, EVERETT, WA, 98201, UNITED STATES",KARRIE WILLIAMS,Administratively Dissolved
MASSAGE ME OLYMPIA INC.,602 670 007,WA PROFIT CORPORATION,"716 SHERMAN ST NW, OLYMPIA, WA, 98502, UNITED STATES",JENSEN MILNER | CAP CITY LAW PS,Active
MASSAGE MERCY CORPS,603 119 875,WA NONPROFIT CORPORATION,"14404 SE 12TH, BELLEVUE, WA, 98007, UNITED STATES",WILLIAM KENT,Administratively Dissolved
MASSAGE MUNDO LLC,603 221 822,WA LIMITED LIABILITY COMPANY,"423 EASTLAKE AVE E, SEATTLE, WA, 98109, UNITED STATES",YVONNE  GARCIA,Administratively Dissolved
MASSAGE NETWORK SOLUTIONS,604 354 150,WA NONPROFIT CORPORATION,"337 MARION AVE N, BREMERTON, WA, 98312-3539, UNITED STATES",MASSAGE NETWORK SOLUTIONS,Active
MASSAGE NORTHWEST LLC,603 009 185,WA LIMITED LIABILITY COMPANY,"2117 NW 95TH ST, SEATTLE, WA, 98117, UNITED STATES",JACQUELINE ERBE,Administratively Dissolved
"MASSAGE ON 15TH, LLC",602 889 972,WA LIMITED LIABILITY COMPANY,"340 15TH AVE #309, SEATTLE, WA, 98112, UNITED STATES",NATALIE STONE,Administratively Dissolved
MASSAGE ON MAIN LLC,604 375 169,WA LIMITED LIABILITY COMPANY,"920 ALDER AVE, SUMNER, WA, 98390-1401, UNITED STATES",BILLIE JONES,Active
"MASSAGE ON THE ROCKS, INC.",601 976 140,WA PROFIT CORPORATION,,DANNY TSENG,Inactive
"MASSAGE ON THE ROCKS, LLC",602 084 241,WA LIMITED LIABILITY COMPANY,,DANNY TSENG,Inactive
MASSAGE PERFECT WEBSITES LLC,603 298 095,WA LIMITED LIABILITY COMPANY,"1870 NE 169TH ST, SHORELINE, WA, 98155, UNITED STATES",JEFFREY GROSSMAN,Administratively Dissolved
MASSAGE PLACE INC,604 062 869,WA PROFIT CORPORATION,"620 AUBURN WAY S STE I, AUBURN, WA, 98002, UNITED STATES",GUI YU,Administratively Dissolved
MASSAGE PRO LLC,602 380 016,WA LIMITED LIABILITY COMPANY,"9013 KEY PENINSULA HWY NW STE 152, SUITE 152, LAKEBAY, WA, 98349, UNITED STATES",RAMONA DICKSON,Active
"MASSAGE RADIANCE, LLC",602 744 073,WA LIMITED LIABILITY COMPANY,"4323 RUCKER AVE, EVERETT, WA, 98203, UNITED STATES",RENEE C PALMER,Administratively Dissolved
MASSAGE SERVICES INC.,602 203 630,WA PROFIT CORPORATION,,SCOTT A MILLER,Inactive
"MASSAGE SMARTER, LLC",603 149 519,WA LIMITED LIABILITY COMPANY,,AUBREY LESICKI,Administratively Dissolved
"MASSAGE SOLUTIONS BY MARK, INC.",602 680 054,WA PROFIT CORPORATION,"438 NE 72ND ST, SEATTLE, WA, 98115, UNITED STATES",MARK BARNES,Inactive
MASSAGE SOLUTIONS INC.,602 309 309,WA PROFIT CORPORATION,,CHRISTOPHER J BIAS,Inactive
"MASSAGE SOLUTIONS, PLLC",603 248 083,WA PROFESSIONAL LIMITED LIABILITY COMPANY,,CHERYL AMILLER,Administratively Dissolved
"MASSAGE STAFFING OPTIONS, INC.",602 321 643,WA PROFIT CORPORATION,"318 E MAIN STREET, SUITE 102, BATTLE GROUND, WA, 98604-8508, UNITED STATES",COLLEEN J MILLER,Active
MASSAGE SUMMIT ASSOCIATION,604 026 753,WA NONPROFIT CORPORATION,"2018 CATON WAY SW #101, OLYMPIA, WA, 98502, UNITED STATES",CHRISTOPHER T L BROWN,Administratively Dissolved
MASSAGE THE MAMS,603 045 767,WA NONPROFIT CORPORATION,"11609 SE 319TH CT, AUBURN, WA, 98092, UNITED STATES",MASSAGE THE MAMS,Administratively Dissolved
"MASSAGE THERAPY AND HEALTHY BODY, LLC",604 499 245,WA LIMITED LIABILITY COMPANY,"3106 S MOUNT VERNON ST APT 20, SPOKANE, WA, 99223-3200, UNITED STATES",NINA TSEBRIY,Active
MASSAGE THERAPY BY MAGIC INC.,603 521 046,WA PROFIT CORPORATION,"397 SUSSEX AVE E APT B, TENINO, WA, 98589-9263, UNITED STATES",PEGGY VITTORIA,Active
"MASSAGE THERAPY BY TONI RE, LLC",603 048 940,WA LIMITED LIABILITY COMPANY,"18321 OLD BUCKLEY HWY, BONNEY LAKE, WA, 98390, UNITED STATES",TONI RE,Inactive
MASSAGE THERAPY CENTER LLC,604 107 925,WA LIMITED LIABILITY COMPANY,"2448 76TH AVE SE, MERCER ISLAND, WA, 98040-2781, UNITED STATES",ELISSA PICOZZI,Active
MASSAGE THERAPY INC,602 199 960,WA PROFIT CORPORATION,"1951 152ND PL NE, BELLEVUE, WA, 98007-4879, UNITED STATES",ROY STEINBERG,Active
"MASSAGE THERAPY NETWORK SEMINARS, LLC",603 185 089,WA LIMITED LIABILITY COMPANY,"18212 N. ATLANTIC RD., COLBERT, WA, 99005-9608, UNITED STATES",MARY KUNKEL,Active
MASSAGE THERAPY NORTHWEST INC.,602 194 177,WA PROFIT CORPORATION,,LISAGUILLOTY,Administratively Dissolved
"MASSAGE THERAPY NW, LLC",603 101 500,WA LIMITED LIABILITY COMPANY,"14619 PURDY DR, GIG HARBOR, WA, 98332, UNITED STATES",LINDA SIZEMORE,Active
"MASSAGE THERAPY PLACEMENT SERVICES, INC.",601 794 457,WA PROFIT CORPORATION,,CHRIS BIAS,Inactive
"MASSAGE THERAPY SERVICES, INC.",602 094 442,WA PROFIT CORPORATION,,CHRISTOPHER J BIAS,Inactive
MASSAGE THERAPY TODAY LLC,603 225 614,WA LIMITED LIABILITY COMPANY,"237 NE CHKALOV DR SUITE 120, VANCOUVER, WA, 98684, UNITED STATES",PETR KORKOSH,Administratively Dissolved
"MASSAGE THERAPY: RELIEVE, RENEW, RELAX, LLC",604 490 828,WA LIMITED LIABILITY COMPANY,"3225 MCLEOD DR, LAS VEGAS, NV, 89121-2257, UNITED STATES",ANDERSON LAW GROUP PLLC,Active
"MASSAGE TIME SPA, LLC",603 197 677,WA LIMITED LIABILITY COMPANY,,ANNA KIM,Administratively Dissolved
"MASSAGE TO YOU, INC",602 268 869,WA PROFIT CORPORATION,,ROTH WARNER,Inactive
"MASSAGE TRAVELER, LLC",603 350 102,WA LIMITED LIABILITY COMPANY,"4742 42ND AVE SW #218, SEATTLE, WA, 98116, UNITED STATES",NASTASYA ANN JANCA,Active
"MASSAGE WA, LLC",602 844 651,WA LIMITED LIABILITY COMPANY,"8418 26TH AVE SW #A, SEATTLE, WA, 98106, UNITED STATES",HIROMI MULDOON,Administratively Dissolved
MASSAGE WITH MICHELLE PLLC,604 234 796,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"12818 NE 106TH PL, KIRKLAND, WA, 98033-4715, UNITED STATES",MICHELLE JELLINGHAUS,Voluntarily Dissolved
"MASSAGESCHOOL.ORG, LLC",603 289 462,WA LIMITED LIABILITY COMPANY,"10900 NE 4TH ST STE 1850, BELLEVUE, WA, 98004, UNITED STATES",PR CORP SERVICES INC,Administratively Dissolved
"MASSAGETIQUE.COM, INC.",604 003 705,WA PROFIT CORPORATION,"2103 HARRISON AVE NW # 2-663, OLYMPIA, WA, 98502-2636, UNITED STATES",DAVID D CULLEN,Active
"MATHISON THERAPEUTIC MASSAGE, P.S.",602 483 804,WA PROFESSIONAL SERVICE CORPORATION,"516 S. 7TH STREET, SUNNYSIDE, WA, 98944, UNITED STATES",ROBERTA GARRISON,Administratively Dissolved
"MAUREEN'S MASSAGE, LLC",603 092 898,WA LIMITED LIABILITY COMPANY,"20612 23RD AVE W, LYNNWOOD, WA, 98036, UNITED STATES",MAUREEN SUTCLIFFE,Administratively Dissolved
MAVROS MASSAGE PLLC,603 573 707,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"23262 SE 57TH ST, ISSAQUAH, WA, 98029-8905, UNITED STATES",JULIE MAVROS,Active
MAXIMUS SELF CARE AND MASSAGE PLLC,604 461 926,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"5221 NE 4TH PL, RENTON, WA, 98059-8535, UNITED STATES",UNITED STATES  CORPORATION AGENTS INC,Active
MD THERAPY & MASSAGE LLC,603 449 437,WA LIMITED LIABILITY COMPANY,"4518  88TH AVE NW #A, GIG HARBOR, WA, 98335, UNITED STATES",MD THERAPY & MASSAGE,Administratively Dissolved
MDB MASSAGE LLC,604 217 341,WA LIMITED LIABILITY COMPANY,"14730 SE 113TH ST, RENTON, WA, 98059-6049, UNITED STATES",MONTY PENNEY,Active
"MEDICAL MASSAGE & ACUPUNCTURE, P.S.",602 668 884,WA PROFESSIONAL SERVICE CORPORATION,"2530 NE KRESKY AVE STE B, CHEHALIS, WA, 98532-2406, UNITED STATES",KIMBERLY M WILSON,Active
MEDICAL MASSAGE ASSOCIATES INC.,602 255 142,WA PROFIT CORPORATION,,BROOKE E JOHNSON,Inactive
MEDICAL MASSAGE CARE AUTHORITY LLC,602 503 533,WA LIMITED LIABILITY COMPANY,"2791 TUSCANY LANE SW APT 514, TUMWATER, WA, 98512, UNITED STATES",PHILIP  MCCAULAY,Inactive
"MEDICAL MASSAGE GROUP, P.S.",602 207 584,WA PROFESSIONAL SERVICE CORPORATION,"1112 FINNEGAN WAY, BELLINGHAM, WA, 98225-6622, UNITED STATES",SALISH CORPORATE SERVICES,Active
"MEDICAL MASSAGE OF WASHINGTON STATE P.S., INC.",602 959 870,WA PROFESSIONAL SERVICE CORPORATION,"925 8TH AVE N, SEATTLE, WA, 98109, UNITED STATES",DAVID BIRDSALL,Inactive
"MEDICAL MASSAGE OF WASHINGTON, LLC",603 212 162,WA LIMITED LIABILITY COMPANY,"170 S. LINCOLN ST, STE 100, SPOKANE, WA, 99201, UNITED STATES","WASHINGTON REGISTERED AGENT, LLC.",Administratively Dissolved
"MEDICAL MASSAGE SOLUTIONS, PLLC",603 167 800,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"11201 KENT KANGLEY RD, KENT, WA, 98030, UNITED STATES","NELSON & CARVER, P.S.",Administratively Dissolved
MEI MASSAGE HEALTH LLC,603 599 228,WA LIMITED LIABILITY COMPANY,"4050 PACIFIC AVE, TACOMA, WA, 98418, UNITED STATES",ALICE SHEN,Administratively Dissolved
"MELISSA HEATHER MASSAGE, LLC",603 255 108,WA LIMITED LIABILITY COMPANY,"5340 BALLARD AVE NW, SEATTLE, WA, 98107, UNITED STATES",MELISSA WOLFANG,Administratively Dissolved
"MELROSE MASSAGE, LLC",604 116 744,WA LIMITED LIABILITY COMPANY,"102 S WILSON ST, WENATCHEE, WA, 98801-2526, UNITED STATES",MELISSA FIELDER,Active
MEMORIAL MASSAGE,603 227 474,WA NONPROFIT CORPORATION,"4322 RUCKER AVE, EVERETT, WA, 98203, UNITED STATES",DALE NEWMAN,Administratively Dissolved
MEMS MASSAGE STUDIO L.L.C.,602 411 001,WA LIMITED LIABILITY COMPANY,"705 BROADWAY AVE E, SEATTLE, WA, 98102, UNITED STATES",ALIDA COETZEE,Administratively Dissolved
MERIDIAN AVENUE MASSAGE PLLC,604 264 743,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"10217 128TH ST E, PUYALLUP, WA, 98374-5670, UNITED STATES",CHERY TAYLOR,Active
"MERIDIAN ENERGY MASSAGE, PLLC",604 075 599,WA LIMITED LIABILITY COMPANY,"3663 COLLEGE ST SE STE F, LACEY, WA, 98503-2303, UNITED STATES",LIN HSIEH,Active
"MERIDIAN MASSAGE AND WELLNESS CENTER, L.L.C.",602 320 489,WA LIMITED LIABILITY COMPANY,"17528 MERIDIAN E #209, PUYALLUP, WA, 98375, UNITED STATES",HEIDI NADER,Inactive
MERIDIAN MASSAGE CORP.,604 113 092,WA PROFIT CORPORATION,"13754 AURORA AVE N #F, SEATTLE, WA, 98133, UNITED STATES",YANFEN LIU,Voluntarily Dissolved
"MERMAID COVE MASSAGE & WELLNESS, LLC",604 378 769,WA LIMITED LIABILITY COMPANY,"17725 69TH AVE E, PUYALLUP, WA, 98375-2472, UNITED STATES",NATHAN MALIN,Active
METAMORPHIC MASSAGE & WELLNESS INC,603 507 906,WA PROFIT CORPORATION,"6342 LITTLEROCK RD SW, TUMWATER, WA, 98512-7332, UNITED STATES",MICHELLE HERRON,Active
"METTA MASSAGE, L.L.C.",602 955 601,WA LIMITED LIABILITY COMPANY,"7735 1ST AVE NE, SEATTLE, WA, 98115, UNITED STATES",KIRSTIN SULLIVAN,Administratively Dissolved
"METTA THERAPEUTIC MASSAGE, LLC",603 194 148,WA LIMITED LIABILITY COMPANY,"515 KIRKLAND WAY, KIRKLAND, WA, 98033, UNITED STATES",ALESIA REGAN-HUGHES,Administratively Dissolved
"MEUSEY'S MASSAGE & PERSONAL TRAINING, LLC",603 229 240,WA LIMITED LIABILITY COMPANY,"16541 REDMOND WAY  C#522, REDMOND, WA, 98052, UNITED STATES",FELISHA MEUSEY,Administratively Dissolved
MEXICAN BODY MASSAGE LLC,603 429 853,WA LIMITED LIABILITY COMPANY,"2018 RUDDELL RD SE #3-1, LACEY, WA, 98503, UNITED STATES",ABA INCOME TAX SERVICES,Administratively Dissolved
